Fecha,Producto,Categoría,Cantidad,Precio,Ciudad
01/03/2026,Impresora Multifunción,Impresoras,11,1150.00,Moquegua
16/03/2026,Laptop C,Computadoras,4,4305.00,Tacna
06/06/2026,Webcam HD,Accesorios,1,171.00,Puno
20/03/2026,Switch 8P,Redes,14,279.00,Lima
19/08/2026,Mouse X,Accesorios,1,50.00,Arequipa
26/04/2026,Laptop B,Computadoras,19,3200.00,Puno
04/04/2026,Laptop C,Computadoras,1,3895.00,Cusco
13/03/2026,Laptop B,Computadoras,4,2880.00,Tacna
08/07/2026,Webcam HD,Accesorios,7,199.50,Moquegua
13/03/2026,Teclado K1,Accesorios,1,126.00,Lima
09/08/2026,Disco SSD 1TB,Almacenamiento,9,418.00,Trujillo
04/08/2026,Audífonos Pro,Accesorios,9,262.50,Lima
28/03/2026,Audífonos Pro,Accesorios,8,250.00,Puno
09/05/2026,Cable UTP,Redes,8,27.50,Lima
03/01/2026,Mouse Gamer,Accesorios,13,180.00,Cusco
21/04/2026,PC Gamer X,Computadoras,7,5720.00,Juliaca
10/08/2026,Disco SSD 2TB,Almacenamiento,6,690.00,Puno
24/05/2026,Laptop A,Computadoras,8,2625.00,Puno
02/01/2026,Switch 8P,Redes,16,341.00,Lima
30/03/2026,Monitor 27,Computadoras,9,1125.00,Puno
20/04/2026,PC Gamer X,Computadoras,13,4680.00,Trujillo
11/06/2026,Audífonos Pro,Accesorios,12,250.00,Cusco
12/06/2026,Disco SSD 1TB,Almacenamiento,4,380.00,Lima
06/06/2026,Mouse Gamer,Accesorios,13,171.00,Lima
16/08/2026,Laptop B,Computadoras,12,3200.00,Tacna
13/05/2026,Switch 8P,Redes,18,325.50,Tacna
12/05/2026,Impresora Multifunción,Impresoras,4,1035.00,Arequipa
22/03/2026,Cable UTP,Redes,5,23.75,Trujillo
21/03/2026,Mouse X,Accesorios,5,50.00,Juliaca
10/04/2026,Switch 8P,Redes,12,341.00,Tacna
05/06/2026,Cable UTP,Redes,16,23.75,Lima
05/02/2026,Disco SSD 2TB,Almacenamiento,17,724.50,Puno
11/04/2026,Impresora A,Impresoras,14,702.00,Puno
22/04/2026,PC Gamer X,Computadoras,5,5200.00,Tacna
12/02/2026,Mouse Gamer,Accesorios,5,171.00,Lima
25/03/2026,Impresora Multifunción,Impresoras,12,1150.00,Tacna
23/03/2026,Cable UTP,Redes,1,23.75,Tacna
16/01/2026,Impresora A,Impresoras,13,702.00,Puno
25/02/2026,Switch 8P,Redes,15,341.00,Tacna
01/06/2026,Laptop C,Computadoras,2,3690.00,Lima
05/04/2026,Laptop B,Computadoras,19,3200.00,Moquegua
26/01/2026,Laptop C,Computadoras,13,4100.00,Tacna
14/04/2026,Audífonos Pro,Accesorios,15,262.50,Cusco
06/04/2026,Webcam HD,Accesorios,2,190.00,Lima
27/04/2026,Switch 8P,Redes,10,341.00,Cusco
12/04/2026,Cable UTP,Redes,14,22.50,Cusco
23/04/2026,USB 64GB,Almacenamiento,18,45.00,Lima
31/07/2026,Impresora Multifunción,Impresoras,18,1150.00,Tacna
29/05/2026,Audífonos Pro,Accesorios,6,262.50,Arequipa
09/06/2026,Monitor 27,Computadoras,1,1250.00,Cusco
01/01/2026,Monitor 24,Computadoras,13,850.00,Lima
19/01/2026,Mouse X,Accesorios,18,50.00,Cusco
29/03/2026,USB 64GB,Almacenamiento,6,45.00,Moquegua
28/02/2026,Cable UTP,Redes,8,25.00,Lima
21/07/2026,USB 64GB,Almacenamiento,20,47.25,Moquegua
18/03/2026,Impresora A,Impresoras,18,780.00,Moquegua
16/06/2026,Audífonos Pro,Accesorios,20,225.00,Juliaca
22/04/2026,Webcam HD,Accesorios,16,209.00,Cusco
27/07/2026,Audífonos Pro,Accesorios,20,250.00,Juliaca
24/06/2026,Router WiFi,Redes,9,241.50,Moquegua
06/03/2026,Laptop B,Computadoras,16,2880.00,Juliaca
19/01/2026,Disco SSD 1TB,Almacenamiento,17,380.00,Moquegua
13/08/2026,Monitor 24,Computadoras,11,892.50,Lima
03/03/2026,Laptop C,Computadoras,1,4100.00,Juliaca
13/05/2026,Webcam HD,Accesorios,5,199.50,Puno
29/01/2026,Impresora Multifunción,Impresoras,3,1035.00,Tacna
08/05/2026,Mouse Gamer,Accesorios,20,180.00,Puno
13/01/2026,Teclado K1,Accesorios,19,132.00,Lima
28/03/2026,Webcam HD,Accesorios,1,190.00,Cusco
04/07/2026,PC Gamer X,Computadoras,5,5720.00,Moquegua
21/06/2026,Disco SSD 1TB,Almacenamiento,16,361.00,Juliaca
03/07/2026,Mouse Gamer,Accesorios,19,180.00,Trujillo
29/04/2026,Webcam HD,Accesorios,3,180.50,Moquegua
08/02/2026,Mouse X,Accesorios,19,50.00,Tacna
21/03/2026,Disco SSD 1TB,Almacenamiento,20,380.00,Lima
01/05/2026,PC Gamer X,Computadoras,15,4680.00,Arequipa
11/01/2026,Impresora Multifunción,Impresoras,4,1150.00,Arequipa
02/02/2026,Disco SSD 2TB,Almacenamiento,13,655.50,Puno
17/06/2026,Switch 8P,Redes,14,310.00,Cusco
10/04/2026,Laptop B,Computadoras,18,3200.00,Cusco
14/01/2026,Disco SSD 1TB,Almacenamiento,12,380.00,Puno
19/06/2026,Disco SSD 1TB,Almacenamiento,12,399.00,Arequipa
26/01/2026,Impresora Multifunción,Impresoras,2,1150.00,Tacna
13/03/2026,Monitor 27,Computadoras,15,1187.50,Trujillo
10/01/2026,Laptop A,Computadoras,5,2750.00,Juliaca
22/04/2026,Laptop B,Computadoras,7,3200.00,Cusco
03/07/2026,Audífonos Pro,Accesorios,17,250.00,Moquegua
16/07/2026,Switch 8P,Redes,17,310.00,Moquegua
10/03/2026,Disco SSD 2TB,Almacenamiento,18,690.00,Tacna
27/03/2026,Router WiFi,Redes,17,230.00,Puno
09/01/2026,Webcam HD,Accesorios,6,171.00,Juliaca
04/01/2026,Laptop A,Computadoras,2,2500.00,Trujillo
04/02/2026,PC Gamer X,Computadoras,18,4680.00,Cusco
06/07/2026,Monitor 27,Computadoras,8,1375.00,Arequipa
29/03/2026,Laptop C,Computadoras,10,4305.00,Puno
06/05/2026,Impresora Multifunción,Impresoras,15,1092.50,Arequipa
10/01/2026,Monitor 27,Computadoras,6,1250.00,Lima
24/07/2026,Monitor 24,Computadoras,5,850.00,Lima
25/03/2026,Impresora A,Impresoras,16,780.00,Lima
10/04/2026,Impresora A,Impresoras,8,780.00,Puno
24/01/2026,Disco SSD 2TB,Almacenamiento,19,690.00,Tacna
07/08/2026,USB 64GB,Almacenamiento,20,49.50,Cusco
04/01/2026,Disco SSD 1TB,Almacenamiento,14,342.00,Puno
25/03/2026,Switch 8P,Redes,8,294.50,Puno
16/03/2026,Impresora A,Impresoras,3,702.00,Puno
27/06/2026,Audífonos Pro,Accesorios,11,262.50,Tacna
11/03/2026,PC Gamer X,Computadoras,15,4680.00,Cusco
10/06/2026,Impresora A,Impresoras,18,741.00,Trujillo
27/06/2026,Mouse X,Accesorios,19,45.00,Arequipa
17/07/2026,Monitor 24,Computadoras,14,850.00,Juliaca
11/01/2026,Webcam HD,Accesorios,2,209.00,Puno
25/02/2026,Router WiFi,Redes,19,207.00,Lima
17/04/2026,Laptop A,Computadoras,18,2375.00,Trujillo
03/03/2026,Switch 8P,Redes,9,325.50,Juliaca
05/06/2026,Webcam HD,Accesorios,3,180.50,Moquegua
25/07/2026,USB 64GB,Almacenamiento,19,45.00,Cusco
07/05/2026,PC Gamer X,Computadoras,14,5200.00,Puno
28/03/2026,Disco SSD 1TB,Almacenamiento,8,399.00,Trujillo
03/04/2026,Disco SSD 2TB,Almacenamiento,19,724.50,Juliaca
21/04/2026,PC Gamer X,Computadoras,13,5200.00,Trujillo
07/01/2026,Disco SSD 1TB,Almacenamiento,20,380.00,Arequipa
04/05/2026,Laptop B,Computadoras,8,3520.00,Cusco
19/07/2026,Disco SSD 1TB,Almacenamiento,13,361.00,Lima
28/04/2026,Mouse X,Accesorios,8,50.00,Puno
26/01/2026,Teclado K1,Accesorios,2,120.00,Juliaca
03/07/2026,Monitor 24,Computadoras,10,765.00,Juliaca
31/05/2026,Cable UTP,Redes,20,25.00,Cusco
05/04/2026,Webcam HD,Accesorios,8,190.00,Lima
01/06/2026,Disco SSD 2TB,Almacenamiento,11,655.50,Tacna
08/07/2026,USB 64GB,Almacenamiento,5,47.25,Arequipa
17/08/2026,Switch 8P,Redes,5,310.00,Moquegua
13/08/2026,Monitor 27,Computadoras,10,1250.00,Tacna
19/06/2026,PC Gamer X,Computadoras,14,5460.00,Juliaca
18/04/2026,Laptop C,Computadoras,13,4305.00,Juliaca
21/05/2026,Laptop B,Computadoras,17,2880.00,Moquegua
15/07/2026,Switch 8P,Redes,2,310.00,Tacna
13/02/2026,Switch 8P,Redes,19,310.00,Puno
06/02/2026,Switch 8P,Redes,19,310.00,Trujillo
18/01/2026,Disco SSD 1TB,Almacenamiento,5,380.00,Puno
07/04/2026,Laptop A,Computadoras,5,2500.00,Arequipa
03/02/2026,Webcam HD,Accesorios,7,190.00,Cusco
19/05/2026,USB 128GB,Almacenamiento,8,67.50,Arequipa
27/03/2026,Teclado K1,Accesorios,18,120.00,Puno
11/02/2026,Router WiFi,Redes,19,230.00,Arequipa
31/07/2026,Impresora Multifunción,Impresoras,9,1150.00,Lima
24/07/2026,Cable UTP,Redes,11,25.00,Tacna
20/03/2026,Mouse X,Accesorios,18,50.00,Lima
14/08/2026,Monitor 24,Computadoras,7,935.00,Moquegua
24/07/2026,USB 128GB,Almacenamiento,1,75.00,Puno
17/02/2026,Disco SSD 1TB,Almacenamiento,2,342.00,Cusco
12/03/2026,PC Gamer X,Computadoras,8,4940.00,Trujillo
04/07/2026,Monitor 27,Computadoras,19,1250.00,Trujillo
21/07/2026,Disco SSD 2TB,Almacenamiento,15,655.50,Puno
12/03/2026,Laptop C,Computadoras,20,4510.00,Lima
29/04/2026,Audífonos Pro,Accesorios,12,225.00,Lima
11/04/2026,Laptop B,Computadoras,12,3520.00,Tacna
07/04/2026,Disco SSD 1TB,Almacenamiento,8,380.00,Juliaca
25/04/2026,Laptop B,Computadoras,11,2880.00,Arequipa
17/07/2026,Webcam HD,Accesorios,5,209.00,Puno
05/03/2026,Switch 8P,Redes,1,325.50,Cusco
22/03/2026,PC Gamer X,Computadoras,12,5200.00,Moquegua
10/08/2026,Disco SSD 1TB,Almacenamiento,10,380.00,Puno
31/01/2026,Disco SSD 1TB,Almacenamiento,3,380.00,Moquegua
22/05/2026,Audífonos Pro,Accesorios,1,250.00,Tacna
06/05/2026,Teclado K1,Accesorios,13,108.00,Cusco
29/04/2026,Switch 8P,Redes,5,294.50,Arequipa
26/05/2026,USB 128GB,Almacenamiento,20,75.00,Juliaca
01/05/2026,USB 64GB,Almacenamiento,1,47.25,Juliaca
07/01/2026,USB 128GB,Almacenamiento,5,67.50,Lima
19/02/2026,Monitor 24,Computadoras,20,850.00,Cusco
06/01/2026,Switch 8P,Redes,14,294.50,Lima
01/02/2026,Monitor 27,Computadoras,14,1250.00,Arequipa
25/01/2026,Impresora Multifunción,Impresoras,6,1150.00,Juliaca
29/05/2026,Webcam HD,Accesorios,5,199.50,Trujillo
29/07/2026,USB 64GB,Almacenamiento,2,40.50,Cusco
03/04/2026,Mouse X,Accesorios,13,50.00,Lima
19/08/2026,Monitor 27,Computadoras,12,1250.00,Arequipa
14/01/2026,Cable UTP,Redes,8,23.75,Puno
27/05/2026,Audífonos Pro,Accesorios,3,250.00,Juliaca
22/07/2026,PC Gamer X,Computadoras,15,5200.00,Trujillo
14/02/2026,Router WiFi,Redes,12,253.00,Juliaca
08/06/2026,Switch 8P,Redes,18,325.50,Arequipa
07/05/2026,Mouse Gamer,Accesorios,14,189.00,Moquegua
22/05/2026,Laptop C,Computadoras,16,4100.00,Cusco
13/01/2026,USB 128GB,Almacenamiento,7,75.00,Lima
22/04/2026,Impresora A,Impresoras,11,741.00,Trujillo
24/02/2026,Mouse X,Accesorios,18,50.00,Juliaca
15/01/2026,USB 128GB,Almacenamiento,3,67.50,Cusco
07/03/2026,Laptop B,Computadoras,13,2880.00,Puno
13/06/2026,Laptop A,Computadoras,11,2250.00,Lima
23/03/2026,Laptop C,Computadoras,8,4305.00,Juliaca
03/03/2026,Mouse X,Accesorios,6,55.00,Tacna
25/03/2026,Disco SSD 2TB,Almacenamiento,7,724.50,Cusco
07/04/2026,Audífonos Pro,Accesorios,10,250.00,Tacna
30/07/2026,Teclado K1,Accesorios,14,126.00,Trujillo
02/07/2026,Webcam HD,Accesorios,19,199.50,Trujillo
08/04/2026,Disco SSD 1TB,Almacenamiento,4,342.00,Lima
14/05/2026,Mouse Gamer,Accesorios,16,189.00,Puno
30/01/2026,Laptop C,Computadoras,13,4510.00,Puno
14/07/2026,Disco SSD 2TB,Almacenamiento,14,690.00,Lima
07/04/2026,Laptop B,Computadoras,19,3200.00,Juliaca
17/04/2026,Monitor 24,Computadoras,4,765.00,Puno
10/04/2026,Laptop C,Computadoras,10,4100.00,Lima
18/06/2026,USB 128GB,Almacenamiento,6,71.25,Arequipa
20/03/2026,Impresora Multifunción,Impresoras,20,1035.00,Lima
29/07/2026,Mouse X,Accesorios,11,52.50,Cusco
25/07/2026,Impresora Multifunción,Impresoras,5,1150.00,Tacna
15/06/2026,USB 64GB,Almacenamiento,4,45.00,Lima
20/06/2026,USB 64GB,Almacenamiento,16,49.50,Tacna
23/04/2026,Teclado K1,Accesorios,17,114.00,Cusco
06/03/2026,Router WiFi,Redes,8,207.00,Moquegua
21/05/2026,Disco SSD 2TB,Almacenamiento,13,690.00,Cusco
31/07/2026,Disco SSD 1TB,Almacenamiento,15,342.00,Juliaca
02/02/2026,PC Gamer X,Computadoras,8,5460.00,Trujillo
08/06/2026,USB 64GB,Almacenamiento,10,45.00,Moquegua
07/06/2026,Mouse Gamer,Accesorios,2,180.00,Lima
08/07/2026,Router WiFi,Redes,13,230.00,Arequipa
07/04/2026,Disco SSD 2TB,Almacenamiento,6,690.00,Arequipa
09/02/2026,Monitor 27,Computadoras,7,1375.00,Juliaca
04/08/2026,Audífonos Pro,Accesorios,2,225.00,Trujillo
07/01/2026,Disco SSD 2TB,Almacenamiento,8,690.00,Puno
09/05/2026,Monitor 24,Computadoras,19,892.50,Trujillo
16/05/2026,Teclado K1,Accesorios,9,120.00,Lima
28/05/2026,Audífonos Pro,Accesorios,14,225.00,Trujillo
20/02/2026,Mouse X,Accesorios,8,52.50,Arequipa
30/03/2026,USB 64GB,Almacenamiento,10,40.50,Arequipa
11/07/2026,Laptop C,Computadoras,2,4100.00,Cusco
13/01/2026,Laptop B,Computadoras,20,3200.00,Juliaca
19/07/2026,Switch 8P,Redes,2,310.00,Trujillo
20/01/2026,Laptop A,Computadoras,13,2750.00,Arequipa
03/03/2026,Disco SSD 1TB,Almacenamiento,8,380.00,Cusco
19/04/2026,Audífonos Pro,Accesorios,10,262.50,Tacna
29/07/2026,Disco SSD 2TB,Almacenamiento,15,655.50,Moquegua
16/03/2026,Mouse X,Accesorios,4,50.00,Moquegua
29/03/2026,Impresora Multifunción,Impresoras,11,1150.00,Cusco
14/05/2026,Impresora Multifunción,Impresoras,7,1035.00,Lima
28/01/2026,PC Gamer X,Computadoras,5,5200.00,Puno
06/05/2026,Laptop B,Computadoras,18,3040.00,Arequipa
29/03/2026,Laptop A,Computadoras,19,2500.00,Juliaca
10/06/2026,Impresora A,Impresoras,11,741.00,Puno
03/02/2026,PC Gamer X,Computadoras,7,5460.00,Trujillo
11/08/2026,Webcam HD,Accesorios,9,199.50,Trujillo
16/03/2026,Laptop C,Computadoras,3,4510.00,Juliaca
10/01/2026,Laptop A,Computadoras,10,2625.00,Lima
08/04/2026,Webcam HD,Accesorios,5,199.50,Juliaca
06/05/2026,Cable UTP,Redes,13,23.75,Moquegua
13/04/2026,Teclado K1,Accesorios,8,120.00,Cusco
07/02/2026,PC Gamer X,Computadoras,13,5200.00,Trujillo
07/02/2026,Laptop C,Computadoras,1,3690.00,Cusco
23/01/2026,Mouse Gamer,Accesorios,1,189.00,Puno
14/06/2026,Switch 8P,Redes,7,341.00,Tacna
23/05/2026,Audífonos Pro,Accesorios,13,225.00,Tacna
11/04/2026,Laptop B,Computadoras,18,3200.00,Trujillo
18/02/2026,Disco SSD 2TB,Almacenamiento,1,690.00,Trujillo
19/07/2026,Mouse Gamer,Accesorios,19,198.00,Tacna
20/01/2026,Laptop B,Computadoras,8,3200.00,Puno
23/05/2026,USB 64GB,Almacenamiento,12,45.00,Moquegua
10/08/2026,Monitor 27,Computadoras,2,1312.50,Arequipa
21/02/2026,USB 128GB,Almacenamiento,10,78.75,Juliaca
24/03/2026,Disco SSD 1TB,Almacenamiento,4,380.00,Trujillo
02/03/2026,Audífonos Pro,Accesorios,11,250.00,Trujillo
13/08/2026,Disco SSD 1TB,Almacenamiento,1,380.00,Tacna
05/04/2026,Disco SSD 1TB,Almacenamiento,15,418.00,Puno
04/08/2026,Disco SSD 1TB,Almacenamiento,1,342.00,Juliaca
11/06/2026,USB 64GB,Almacenamiento,11,40.50,Cusco
30/04/2026,Mouse Gamer,Accesorios,13,180.00,Juliaca
08/01/2026,Mouse X,Accesorios,8,50.00,Arequipa
11/03/2026,Laptop B,Computadoras,4,3520.00,Lima
25/02/2026,Audífonos Pro,Accesorios,13,237.50,Juliaca
10/01/2026,Laptop A,Computadoras,7,2750.00,Moquegua
07/06/2026,USB 64GB,Almacenamiento,20,45.00,Tacna
30/07/2026,Impresora A,Impresoras,17,819.00,Puno
13/07/2026,Laptop C,Computadoras,10,3690.00,Arequipa
15/08/2026,Audífonos Pro,Accesorios,17,237.50,Cusco
26/02/2026,Router WiFi,Redes,9,207.00,Juliaca
08/05/2026,Mouse X,Accesorios,12,50.00,Juliaca
11/08/2026,Impresora Multifunción,Impresoras,18,1092.50,Moquegua
30/06/2026,Router WiFi,Redes,12,218.50,Juliaca
01/07/2026,Impresora A,Impresoras,11,741.00,Trujillo
22/06/2026,PC Gamer X,Computadoras,17,5460.00,Lima
24/01/2026,Laptop B,Computadoras,7,3200.00,Trujillo
18/02/2026,Audífonos Pro,Accesorios,13,225.00,Cusco
11/02/2026,Cable UTP,Redes,15,27.50,Arequipa
15/05/2026,Disco SSD 2TB,Almacenamiento,6,690.00,Cusco
23/03/2026,USB 128GB,Almacenamiento,3,78.75,Arequipa
07/08/2026,USB 64GB,Almacenamiento,18,49.50,Lima
31/03/2026,Monitor 24,Computadoras,5,765.00,Tacna
09/08/2026,PC Gamer X,Computadoras,9,5460.00,Tacna
21/06/2026,Impresora A,Impresoras,2,780.00,Tacna
21/05/2026,Mouse X,Accesorios,15,55.00,Trujillo
04/03/2026,Laptop A,Computadoras,12,2750.00,Arequipa
13/04/2026,Laptop C,Computadoras,2,4100.00,Arequipa
06/07/2026,Monitor 24,Computadoras,16,892.50,Lima
07/05/2026,PC Gamer X,Computadoras,7,4680.00,Trujillo
12/04/2026,Disco SSD 1TB,Almacenamiento,9,342.00,Puno
08/04/2026,USB 64GB,Almacenamiento,16,42.75,Arequipa
16/07/2026,Monitor 27,Computadoras,18,1250.00,Cusco
12/08/2026,Laptop C,Computadoras,15,4510.00,Cusco
14/01/2026,Impresora Multifunción,Impresoras,17,1150.00,Arequipa
21/01/2026,Laptop C,Computadoras,12,4510.00,Moquegua
03/03/2026,Cable UTP,Redes,17,25.00,Cusco
02/01/2026,Monitor 24,Computadoras,2,935.00,Puno
21/06/2026,Mouse X,Accesorios,18,50.00,Trujillo
22/07/2026,Switch 8P,Redes,11,294.50,Juliaca
21/04/2026,Cable UTP,Redes,2,25.00,Lima
03/07/2026,Router WiFi,Redes,16,253.00,Cusco
16/03/2026,Switch 8P,Redes,17,325.50,Arequipa
01/01/2026,Laptop A,Computadoras,6,2750.00,Moquegua
26/01/2026,Impresora Multifunción,Impresoras,19,1035.00,Juliaca
19/02/2026,Cable UTP,Redes,2,25.00,Cusco
02/02/2026,Teclado K1,Accesorios,4,108.00,Trujillo
16/08/2026,Laptop A,Computadoras,12,2500.00,Tacna
03/08/2026,Switch 8P,Redes,6,341.00,Tacna
06/07/2026,Impresora A,Impresoras,18,819.00,Puno
27/05/2026,Laptop B,Computadoras,16,3520.00,Juliaca
08/06/2026,Mouse X,Accesorios,3,50.00,Trujillo
19/07/2026,Monitor 27,Computadoras,6,1187.50,Trujillo
08/01/2026,Laptop B,Computadoras,10,3200.00,Tacna
13/07/2026,Monitor 27,Computadoras,1,1187.50,Trujillo
22/04/2026,Laptop C,Computadoras,8,3895.00,Tacna
02/04/2026,Router WiFi,Redes,16,253.00,Arequipa
25/05/2026,Monitor 27,Computadoras,13,1250.00,Arequipa
23/04/2026,Mouse X,Accesorios,7,47.50,Lima
06/01/2026,Cable UTP,Redes,11,27.50,Trujillo
25/03/2026,Teclado K1,Accesorios,2,114.00,Lima
11/08/2026,Monitor 24,Computadoras,12,807.50,Puno
05/04/2026,Cable UTP,Redes,13,25.00,Cusco
12/07/2026,Laptop A,Computadoras,19,2500.00,Trujillo
13/01/2026,Laptop A,Computadoras,10,2500.00,Trujillo
16/01/2026,Laptop C,Computadoras,11,4100.00,Trujillo
25/03/2026,Webcam HD,Accesorios,2,209.00,Juliaca
06/04/2026,Switch 8P,Redes,5,294.50,Moquegua
20/02/2026,Mouse Gamer,Accesorios,3,180.00,Juliaca
22/06/2026,Laptop C,Computadoras,15,4100.00,Trujillo
25/05/2026,Switch 8P,Redes,19,279.00,Tacna
01/07/2026,USB 128GB,Almacenamiento,12,75.00,Lima
12/03/2026,Audífonos Pro,Accesorios,10,275.00,Cusco
08/07/2026,Mouse Gamer,Accesorios,1,198.00,Puno
10/06/2026,Laptop B,Computadoras,19,3200.00,Moquegua
13/08/2026,Router WiFi,Redes,17,207.00,Moquegua
06/08/2026,Laptop A,Computadoras,5,2500.00,Puno
12/02/2026,Router WiFi,Redes,3,241.50,Trujillo
17/04/2026,Webcam HD,Accesorios,9,190.00,Juliaca
07/07/2026,Monitor 24,Computadoras,20,765.00,Moquegua
15/07/2026,USB 128GB,Almacenamiento,13,67.50,Lima
30/07/2026,Mouse Gamer,Accesorios,12,171.00,Arequipa
29/04/2026,Monitor 24,Computadoras,9,892.50,Moquegua
13/01/2026,PC Gamer X,Computadoras,12,4940.00,Trujillo
02/01/2026,USB 128GB,Almacenamiento,11,67.50,Puno
16/01/2026,Teclado K1,Accesorios,15,120.00,Puno
14/05/2026,Mouse Gamer,Accesorios,8,162.00,Arequipa
03/04/2026,Disco SSD 1TB,Almacenamiento,15,380.00,Cusco
18/03/2026,Laptop B,Computadoras,17,3520.00,Tacna
29/03/2026,Webcam HD,Accesorios,7,199.50,Cusco
22/01/2026,Router WiFi,Redes,15,230.00,Cusco
16/01/2026,Mouse X,Accesorios,13,55.00,Puno
16/06/2026,Mouse X,Accesorios,2,52.50,Moquegua
16/04/2026,Monitor 24,Computadoras,4,850.00,Trujillo
30/04/2026,Laptop C,Computadoras,3,4100.00,Moquegua
13/03/2026,Disco SSD 2TB,Almacenamiento,19,690.00,Trujillo
06/05/2026,Switch 8P,Redes,1,310.00,Puno
18/07/2026,Router WiFi,Redes,5,230.00,Juliaca
18/04/2026,Audífonos Pro,Accesorios,10,262.50,Puno
10/02/2026,USB 128GB,Almacenamiento,12,75.00,Cusco
19/02/2026,Disco SSD 2TB,Almacenamiento,5,724.50,Tacna
16/07/2026,PC Gamer X,Computadoras,10,5200.00,Lima
05/08/2026,Mouse Gamer,Accesorios,5,198.00,Trujillo
14/07/2026,Laptop A,Computadoras,6,2750.00,Juliaca
24/02/2026,PC Gamer X,Computadoras,15,5460.00,Lima
21/02/2026,Audífonos Pro,Accesorios,8,250.00,Moquegua
05/04/2026,Router WiFi,Redes,17,253.00,Moquegua
30/07/2026,Router WiFi,Redes,11,230.00,Juliaca
18/05/2026,PC Gamer X,Computadoras,14,4940.00,Tacna
03/02/2026,Cable UTP,Redes,20,26.25,Moquegua
18/01/2026,Monitor 24,Computadoras,11,807.50,Trujillo
14/02/2026,Disco SSD 2TB,Almacenamiento,16,690.00,Juliaca
26/03/2026,Disco SSD 2TB,Almacenamiento,17,690.00,Trujillo
13/06/2026,Monitor 27,Computadoras,18,1375.00,Cusco
15/02/2026,USB 128GB,Almacenamiento,18,71.25,Moquegua
26/03/2026,Impresora Multifunción,Impresoras,10,1207.50,Lima
19/02/2026,Monitor 24,Computadoras,1,850.00,Juliaca
14/06/2026,Teclado K1,Accesorios,8,114.00,Cusco
18/01/2026,USB 128GB,Almacenamiento,4,67.50,Cusco
27/06/2026,Impresora A,Impresoras,12,741.00,Lima
05/07/2026,Laptop C,Computadoras,8,4510.00,Puno
28/03/2026,Webcam HD,Accesorios,18,171.00,Trujillo
02/03/2026,Monitor 27,Computadoras,14,1375.00,Moquegua
25/07/2026,PC Gamer X,Computadoras,13,5720.00,Tacna
01/02/2026,PC Gamer X,Computadoras,14,5460.00,Moquegua
15/03/2026,Impresora A,Impresoras,19,780.00,Lima
23/03/2026,Laptop B,Computadoras,6,3200.00,Arequipa
26/01/2026,Audífonos Pro,Accesorios,15,262.50,Puno
11/07/2026,Switch 8P,Redes,15,294.50,Cusco
19/07/2026,Mouse Gamer,Accesorios,14,180.00,Lima
12/04/2026,Monitor 27,Computadoras,2,1125.00,Cusco
08/01/2026,Disco SSD 2TB,Almacenamiento,1,621.00,Arequipa
13/07/2026,Monitor 24,Computadoras,12,850.00,Puno
07/07/2026,Router WiFi,Redes,14,230.00,Tacna
09/01/2026,Switch 8P,Redes,10,310.00,Cusco
23/03/2026,USB 64GB,Almacenamiento,6,45.00,Tacna
04/03/2026,Impresora A,Impresoras,2,819.00,Lima
04/03/2026,USB 128GB,Almacenamiento,2,71.25,Puno
24/05/2026,Teclado K1,Accesorios,13,120.00,Lima
14/07/2026,USB 64GB,Almacenamiento,19,47.25,Arequipa
17/01/2026,Cable UTP,Redes,16,25.00,Tacna
02/06/2026,Disco SSD 2TB,Almacenamiento,11,690.00,Cusco
11/02/2026,Router WiFi,Redes,11,207.00,Puno
14/01/2026,Impresora A,Impresoras,7,819.00,Arequipa
18/05/2026,Teclado K1,Accesorios,4,120.00,Juliaca
30/01/2026,Impresora Multifunción,Impresoras,14,1207.50,Juliaca
18/07/2026,Webcam HD,Accesorios,20,190.00,Cusco
18/08/2026,PC Gamer X,Computadoras,13,5460.00,Puno
16/08/2026,Laptop A,Computadoras,4,2375.00,Juliaca
17/08/2026,Disco SSD 1TB,Almacenamiento,5,399.00,Juliaca
06/02/2026,Laptop C,Computadoras,15,4305.00,Juliaca
16/01/2026,Laptop A,Computadoras,8,2750.00,Moquegua
06/01/2026,Impresora Multifunción,Impresoras,9,1150.00,Trujillo
13/07/2026,Mouse Gamer,Accesorios,6,180.00,Lima
04/03/2026,Impresora Multifunción,Impresoras,11,1150.00,Arequipa
25/03/2026,Mouse Gamer,Accesorios,13,171.00,Juliaca
05/02/2026,Mouse Gamer,Accesorios,6,180.00,Puno
02/01/2026,Monitor 27,Computadoras,3,1250.00,Lima
08/05/2026,Disco SSD 2TB,Almacenamiento,20,690.00,Lima
16/03/2026,USB 128GB,Almacenamiento,15,75.00,Puno
21/03/2026,Switch 8P,Redes,11,310.00,Trujillo
04/05/2026,Webcam HD,Accesorios,18,199.50,Trujillo
11/04/2026,Monitor 24,Computadoras,20,765.00,Trujillo
20/07/2026,Laptop C,Computadoras,18,4510.00,Arequipa
09/02/2026,Teclado K1,Accesorios,15,120.00,Arequipa
11/01/2026,Laptop A,Computadoras,2,2500.00,Puno
25/05/2026,Mouse Gamer,Accesorios,13,171.00,Lima
27/03/2026,Impresora A,Impresoras,3,741.00,Puno
19/06/2026,Laptop B,Computadoras,4,3360.00,Juliaca
